"meaning_id","unit_id","full_entry","meaning","article_gender","meaning_gender","gendered","comment","suffix","suffix_bVc","suffix_ak","deverbal","infinitive","russian_borrowing","human","sex=f","sex=m","ind_spec","mass_abstr","large","small","animal","water","tree","fruit","tech_transport","cultural_product","household_object","food","drink","plant","event","pos","neg","weather","body_part","building","landscape","diary_product","sickness","meanings_concatenated","meaning_with_examples","label_id","forms_id","gloss_id","gloss","form","all_forms","source"
8657,7138,"КАХ̌ОЛ-КОРИ м. затягивание, промедление; ках̌ол-кори ч. тянуть, затягивать, разводить волокиту.","затягивание, промедление","m","m",0,,"i",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"затягивание, промедление","затягивание, промедление",,12789,20,"word","kax̌ol-kori","kax̌ol-kori",2
8667,7147,"КАХ̌Ч 1. ж. круглая плоская белая бусина; подвеска; жемчужина; б. дим ғу̊́к-аθ ках̌ч ҷиноw ноɣ̌ȥā даже ее колыбель чистая, как жемчужина; 2. перен. белый, чистый (о зубах); ш. wа́м-анд-ен wам δинду̊нен ках̌ч у нее зубы, как жемчуг.","круглая плоская белая бусина; подвеска; жемчужина","f","f",0,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"круглая плоская белая бусина; подвеска; жемчужина; белый, чистый (о зубах)","круглая плоская белая бусина; подвеска; жемчужина; даже ее колыбель чистая, как жемчужина",,12802,20,"word","kax̌č","kax̌č",2
8669,7148,"КАЧАК ж. 1) жестяная банка, жестянка; ш. кача́к-анд нош вā́рен ху, хā́рāм в жестянке приносят урюк, и мы едим (его); 2) тк. шх. ведро; качак дāк, пис х̌ац сāм дай ведро, схожу за водой. Ср. пурак, чалак1.","жестяная банка, жестянка","f","f",0,,"ak",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"жестяная банка, жестянка; ведро","жестяная банка, жестянка; в жестянке приносят урюк, и мы едим (его)",,12803,20,"word","kačak","kačak",2
8670,7148,"КАЧАК ж. 1) жестяная банка, жестянка; ш. кача́к-анд нош вā́рен ху, хā́рāм в жестянке приносят урюк, и мы едим (его); 2) тк. шх. ведро; качак дāк, пис х̌ац сāм дай ведро, схожу за водой. Ср. пурак, чалак1.","ведро","f","f",0,,"ak",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"жестяная банка, жестянка; ведро","ведро; дай ведро, схожу за водой","11.0",12803,20,"word","kačak","kačak",2
8671,7149,"КАЧАЛОК ж. жестяная баночка, жестянка; ш. йу х̌ӯвд ар wам качалок молоко в той баночке.","жестяная баночка, жестянка","f","f",0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"жестяная баночка, жестянка","жестяная баночка, жестянка; молоко в той баночке",,12804,20,"word","kačalok","kačalok",2
8676,7153,"КАШАН м. 1) большой замок, запор; 2) цепь, наручники.","цепь, наручники","m","m",0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"большой замок, запор; цепь, наручники","цепь, наручники",,12809,20,"word","kašan","kašan",2
8687,7161,"КАƔ̌АК 1. м. 1) завиток, локон; кудри; ш. wам каɣ̌аке́нард-ум қабӯл я пленен ее локонами; 2) изгиб; кривизна; извилины, резьба (на столбах для украшения); ш. сита́н-ти wев каɣ̌акен чêд қати хамбе́нен извилины на столбе вырезают ножом; 2. кудрявый, завитой; ш. wи ғӯнҷ ас нāн қӣ́ч-аθ каɣ̌ак вуд его волосы были кудрявыми от роду; каɣ̌ак ч. завивать; ш. му нāн му кāл зино́д-ат, му парчаме́н-и каɣ̌ак чӯд моя мать помыла мне голову и завила локоны; б. йā ху ғӯнҷ каɣ̌ак ких̌т она завивает себе волосы; каɣ̌ак с. виться, завиваться.","кудрявый, завитой","m",,0,"adjective","ak",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"завиток, локон; кудри; изгиб; кривизна; извилины, резьба (на столбах для украшения); кудрявый, завитой","кудрявый, завитой; его волосы были кудрявыми от роду",,12817,20,"word","kaɣ̌ak","kaɣ̌ak",2
8690,7164,"КАƔ̌И м. 1) кривизна; искривление; изгиб, извилина; ш. х̌иту́р-та ху каɣ̌и на́-wзент, ā ас ху буц тāнā δӣд иди, ту-т каɣ̌ верблюд своей кривизны не видит, а своего детеныша дразнит, ты, мол, горбатый (погов.); 2) перен. неправда; ш. ар wахт ца вид, каɣ̌и мā-к никогда не допускай неправды.","кривизна; искривление; изгиб, извилина","m","m",0,,"i",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"кривизна; искривление; изгиб, извилина; неправда","кривизна; искривление; изгиб, извилина; верблюд своей кривизны не видит, а своего детеныша дразнит, ты, мол, горбатый",,12820,20,"word","kaɣ̌i","kaɣ̌i",2
8709,7183,"ш. КĀГĀНД, б. КĀГĀН ж. подматрасник в колыбели, набитый мелкой соломой; ш. wи бачā́-рд-та ғу̊к, кāгāнд, болах̌ак ки́нен для ребенка готовят колыбель, подматрасник (и) матрасик; б. йā кāгāн ар ғу̊к на́-wизд тот подматрасник не помещается в колыбели.","подматрасник в колыбели, набитый мелкой соломой","f","f",0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"подматрасник в колыбели, набитый мелкой соломой","подматрасник в колыбели, набитый мелкой соломой; для ребенка готовят колыбель, подматрасник (и) матрасик; тот подматрасник не помещается в колыбели",,12845,20,"word","kāgānd","kāgānd",2
8717,7189,"КА̄ДУ̊Н м. сеновал; ш. йу сут тар wи ка̄ду̊н пис wох̌ он пошел на сеновал за сеном; б. wа́з-ум кāду̊н вад, холӣ-м сат я была, что сеновал, (да) опустела (говорит о себе женщина, которая больше не рожает). Ср. wох̌ҷӣц.","сеновал","m","m",0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"сеновал","сеновал; он пошел на сеновал за сеном; я была, что сеновал, (да) опустела (говорит о себе женщина, которая больше не рожает)",,12868,20,"word","kādůn","kādůn",2
8724,7193,"КĀЛ1 1. м. 1) голова; ш. йи-га талпа́к-и чӯд ху кā́л-тӣр он надел себе на голову другую тюбетейку; ш. потх̌о-духтар тар то́қ-аθ ху кāл зиwост, тамох̌о wи ких̌т фольк. царевна высунула голову в окошко, смотрит на него; ш. ху кāл пи ȥӣнгаке́н-анд мā́-δа не касайся головой краев очага; ш. йид ҳайwу̊н кāл ца х̌ичих̌т, аз ди δуст лап бемазā если он отсекает животному голову, то мясо из его рук становится невкусным; б. йā це́л-и ас ху кā́л-ти δод сӣч она сбросила с головы платок; б. чала́к-инд х̌ац wим кā́л-тê-т, тойд она ушла с ведром воды на голове; кāл wеδдоw кивать головой; (ху) кāл сентоw поднимать голову; кāл тêх̌тоw стричься; (ху) кāл чêwтоw чесать, почесывать голову; кāл ҷумбентоw покачивать головой; 2) конец, кончик, край; ш. wи wӯс кāл тар wи йи́-га деwол ф(и)ропт конец балки достигает другой стены; 3) начало; ш. wам соз кā́л-та то-т к-ид фā́мет ты и он, вы знаете начало той песни; ш. ик-ми кā́л-анд-аθ лу̊вдоw башāнд вот в самом начале лучше сказать это; аwа́ли кāл сначала, во-первых; ш. аwа́ли кāл му ризӣн ту пуц лойиқ нист во-первых, моя дочь не пера твоему сыну; ас кā́л (-анд) от начала, сначала; ш. ас кāл-анд то (ар) по́δ-ец, ас кā́л-анд то охи́р-ец от начала до конца; ш. ас кā́л-анд-и ху на́қл-и wа́м-ард чӯд то охи́р-ец он от начала (сначала) и до конца (все) рассказал ей про себя; ш. ас кā́л-инд-и wим су̊г wи-рд лу̊вд, то ар по́δ-ец он рассказал ему ту сказку от начала до конца; б. бā́д-āм ас кāл то пóδ-ец мим китоб х̌êйт потом мы от начала до конца прочли эту книгу; 4) часть, доля; ш. wи йи кāл wо́х̌-ен цид, йу йи кāл ред часть травы скосили, часть осталась; 2. локативное служебное слово, указывающее место вверху чего-л.; в сочетании с локативными предлогами – также направление вверх, в сторону, к краю чего-л.: к, на; над; наверху, сверху; ш. йу х̌о́вҷат-ат, wу́з-ум тар wи кāл сут он спал, и я подошел к нему; ш. йу сут wе́в-ард аз кāл он подошел к ним с верху; б. дāδ марду́м-ен ида пи мāш кāл сат те люди пошли вот над нами; кāл-ти, кал-тӣр над; около, вокруг; к; при; ш. дам чӣд кā́л-ти йи wед вад над ее домом была ива; ш. wи чӣд мошӣн цу̊нд кā́л-тê-θ его дом у проезжей дороги; ш. хирок кā́л-ти-та на́-шāнден за едой не смеются; б. ворҷ кā́л-ти-йен му-рд палтой δод (в придачу к коню) мне дали пальто; ш. ту мис ниθ, чӣз мāш кā́л-тӣр wирā́фци? сядь и ты, что стоишь над нами?; ш. йид мардум сут wи кā́л-ти ҷāм народ собрался вокруг него; (в сочетании с предлогом ас) от края, от поверхности чего-л.; от; ш. пиш ас хирок кā́л-тӣр зибад кошка отскочила от еды; б. йу ас қāбар кā́л-ти тӯйд он отошел от могилы; ш. кāл-ва(д), б. пис кāл-аθ сверху, поверх, вдоль верхней части; ш. йи δо́рг-та wӯсен кā́л-ва wе́δен одно бревно (при постройке дома) кладут поверх главных балок; кā́л-анд (б. кāл-инд) δ. (δи) а) угорать; б. йид ғā́ц-та кā́л-инд на́-δед-о? не угорит ли девочка?; б) нервничать; балдеть; ш. wу́з-ум мам жоw қати кā́л-анд δоδҷ я (совсем) обалдел от этой коровы; кāл бинестоw губить; ш. ра́мбат к-ā йи сухан му кāл бинêст? вдруг одно слово погубит меня?; ху кāл бинêстоw терять голову, погибать; (ху) кāл пêйдоw беречься, остерегаться; ш. wу́з-ум ца wӣнч: ар чāй ху кāл пойт я вику вот что: каждый себя бережет; ху кāл хамбентоw а) склонять голову (в знак повиновения, послушания); слушаться, повиноваться; ш. wāδ δеwе́нен йат, ми поδ пи бӣ́р-ен ху кāл хамбент фольк. подошли дивы и склонили головы к его ногам; ш. wу́з-та ту-рд ху кāл на́-хамбенум я не стану тебе повиноваться; б) склонять голову в молитве, молиться; б. йу мӯйсафед ху кāл хамбентоw боδ на́-δод тот старик не преминул помолиться; (ху) кāл халос ч. а) расплетать косы; ш. ту ху кāл халос ки́н-ат wуз х̌ац ка́ш-ум ты расплети косы, а я согрею воды; б) избавлять(ся), освобождать(ся); ш. банд ту ца ки́нен, йи́-йор-та ту кāл халос на-ких̌т если тебя посадят в тюрьму – никто тебя не освободит; кāл хӣдоw хоронить, погребать; ш. му қāр мис ца сифӣнт, wу́з-та а́чаθ на́-лу̊м: ту кāл хāм если я и разозлюсь, я никогда не бранюсь: ""Похороню тебя""; б. йā ху чор кā́л-и хӯд она похоронила мужа; кā́л-ат-по́δ ч. оскорблять, обзывать плохими словами; ш. йу бе-ғêв чори́к-ат, δӣд кā́л-ат поδ му ких̌т он не сдержанный на язык мужчина, может статься, и оскорбит меня; ху кā́л-ард йоц ч. сетовать, жаловаться; б. йу ас wим ху кā́л-ирд йоц ких̌т он сетует на нее. Ср. кал1, кил1, -гӣл, -гāл, сар1, сāр1, калā1.","голова","m","m",0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"голова; конец, кончик, край; начало; часть, доля; локативное служебное слово, указывающее место вверху чего-л.; в сочетании с локативными предлогами – также направление вверх, в сторону, к краю чего-л.: к, на; над; наверху, сверху; (в сочетании с предлогом *ас*) от края, от поверхности чего-л.; от","голова; он надел себе на голову другую тюбетейку; царевна высунула голову в окошко, смотрит на него; не касайся головой краев очага; если он отсекает животному голову, то мясо из его рук становится невкусным; она сбросила с головы платок; она ушла с ведром воды на голове",,12873,20,"word","kāl","kāl kīl",2
8731,7195,"КĀЛАК 1. м. 1) головка, верхушка, макушка; ш. мêх кāлак зибуд головка гвоздя отлетела; 2) верхняя часть поля; ш. арчāй ху зимц кāлак башāнд ца мозд, х̌ац-δếд-ти қӣн на́-су̊д кто хорошо обработает верхнюю часть поля, тот не будет мучиться с поливкой; 3) моток грубой шерсти, клубок (идущий на изготовление веревок и паласов); δу кāлак δох̌ц два клубка козьей шерсти; 2. -кāлак и -гāлак часть сложных слов, напр., чāрх-кāлак установка для веретена самопрялки; рӯшт-гāлак (жиндам) пшеница с красноватыми колосьями. Ср. кӣлак1, арδāн.","верхняя часть поля","m","m",0,,"ak",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"головка, верхушка, макушка; верхняя часть поля; моток грубой шерсти, клубок (идущий на изготовление веревок и паласов); -кāлак и -гāлак часть сложных слов","верхняя часть поля; кто хорошо обработает верхнюю часть поля, тот не будет мучиться с поливкой",,12875,20,"word","kālak","kālak -kālak -gālak",2
8737,7199,"ш. КĀЛ-БУ̊НДАК, б. КĀЛ-БУ̊НАК м. 1) жгут (из материи) для переноски груза на голове; ш. му кāл-бу̊ндак му-рд дā́к-ет ху, wуз пис х̌ац сāм дайте мне жгут, и я схожу за водой; 2) тк. шгн. узоры, украшения на сливочном масле; ш. ну̊́ни маскā мā́шра ки! – а-ро, wу́з-та ху кāл-бу̊ндак на́-зêм, бебаракат су̊д угости нас лепешкой со сливочным маслом! -Я не стану нарушать узоры (на сливочном масле), (а то) оно быстро израсходуется.","жгут (из материи) для переноски груза на голове","m","m",0,,"ak",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"жгут (из материи) для переноски груза на голове; узоры, украшения на сливочном масле","жгут (из материи) для переноски груза на голове; дайте мне жгут, и я схожу за водой",,12880,20,"word","kāl-bůndak","kāl-bůndak",2
8744,7205,"КĀЛ-ЗИНÊД м. 1) мытье головы роженицы; 2) празднество в честь рождения ребенка (обряд, заключающийся в том, что на третий день в Баджуве и на седьмой день в Шугнане родственники и близкие приходят приветствовать роженицу).","мытье головы роженицы","m","m",0,"infinitive",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"мытье головы роженицы; празднество в честь рождения ребенка (обряд, заключающийся в том, что на третий день в Баджуве и на седьмой день в Шугнане родственники и близкие приходят приветствовать роженицу)","мытье головы роженицы",,12888,20,"word","kāl-zinêd","kāl-zinêd",2
8745,7205,"КĀЛ-ЗИНÊД м. 1) мытье головы роженицы; 2) празднество в честь рождения ребенка (обряд, заключающийся в том, что на третий день в Баджуве и на седьмой день в Шугнане родственники и близкие приходят приветствовать роженицу).","празднество в честь рождения ребенка (обряд, заключающийся в том, что на третий день в Баджуве и на седьмой день в Шугнане родственники и близкие приходят приветствовать роженицу)","m","m",0,"infinitive",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"мытье головы роженицы; празднество в честь рождения ребенка (обряд, заключающийся в том, что на третий день в Баджуве и на седьмой день в Шугнане родственники и близкие приходят приветствовать роженицу)","празднество в честь рождения ребенка (обряд, заключающийся в том, что на третий день в Баджуве и на седьмой день в Шугнане родственники и близкие приходят приветствовать роженицу)",,12888,20,"word","kāl-zinêd","kāl-zinêd",2
8756,7215,"КĀЛ-ХĀВҶИ м. скромность; тихий нрав; б. ас wим кāл-хāвҷи́-йен фу́каθ wим ну̊́м-ти қасам хӯд все уважали ее за ее тихий нрав.","скромность; тихий нрав","m","m",0,,"i",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"скромность; тихий нрав","скромность; тихий нрав; все уважали ее за ее тихий нрав",,12901,20,"word","kāl-xāvǰi","kāl-xāvǰi",2
8757,7216,"КĀЛ-ХÊХ̌Т ж. корыто для мытья головы и купания детей.","корыто для мытья головы и купания детей","f","f",0,"infinitive",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"корыто для мытья головы и купания детей","корыто для мытья головы и купания детей",,12902,20,"word","kāl-xêx̌t","kāl-xêx̌t",2
8758,7217,"КĀЛ-ХÊХ̌ТАК ж. маленькое корыто для мытья головы.","маленькое корыто для мытья головы","f","f",0,"infinitive","ak",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"маленькое корыто для мытья головы","маленькое корыто для мытья головы",,12903,20,"word","kāl-xêx̌tak","kāl-xêx̌tak",2
8760,7219,"КĀЛ-ЧĀРВДУ̊Н м. посудина под масло для волос.","посудина под масло для волос","m","m",0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"посудина под масло для волос","посудина под масло для волос",,12905,20,"word","kāl-čārvdůn","kāl-čārvdůn",2
8771,7227,"ш. КĀНДИЧ часть; половина; ш. тама-нд йид кāнди́ч чилим у вас это половина папиросы; ш. а нāн, wи кāнди́ч-га му-рд лу̊в о мама, расскажи мне ту половину (сказки)","часть; половина",,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"часть; половина","часть; половина; у вас это половина папиросы; о мама, расскажи мне ту половину (сказки); ту половину лепешки отдай Холику; часть поля еще не сжата",,12916,20,"word","kāndič","kāndič",2
8783,7237,"КĀФЧ ж. 1) кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; б. дим кāфч му-рд дāк, ху ках̌т ниму̊н ки́нум дай мне этот кафч, смеряю свое зерно; 2) мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; ш. йи кāфч мах̌ин йоɣ̌ҷ амочеҷ ҷāт зêх̌то́w-ард один кафч гороховой муки надо взять для похлебки; ш. йи-δу кāфч жиндāм йêст ар хидорҷ он несет на мельницу один-два кафча пшеницы; 3) кафч, площадь земли, на которой высеивается один кафч зерна; б. Карӣ́м-инд цавор кāфч ҷой вуд у Карима было четыре кафча земли; 4) перен. шутл. большой, огромный (о рте); ш. ту ғêв кā́фч-ат, соз во лу̊́ви най?! у тебя такой огромный рот, а ты еще собираешься петь песню?!","кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел","f","f",0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; кафч, площадь земли, на которой высеивается один кафч зерна; большой, огромный (о рте)","кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; дай мне этот кафч, смеряю свое зерно",,12931,20,"word","kāfč","kāfč",2
8784,7237,"КĀФЧ ж. 1) кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; б. дим кāфч му-рд дāк, ху ках̌т ниму̊н ки́нум дай мне этот кафч, смеряю свое зерно; 2) мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; ш. йи кāфч мах̌ин йоɣ̌ҷ амочеҷ ҷāт зêх̌то́w-ард один кафч гороховой муки надо взять для похлебки; ш. йи-δу кāфч жиндāм йêст ар хидорҷ он несет на мельницу один-два кафча пшеницы; 3) кафч, площадь земли, на которой высеивается один кафч зерна; б. Карӣ́м-инд цавор кāфч ҷой вуд у Карима было четыре кафча земли; 4) перен. шутл. большой, огромный (о рте); ш. ту ғêв кā́фч-ат, соз во лу̊́ви най?! у тебя такой огромный рот, а ты еще собираешься петь песню?!","мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""","f","f",0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; кафч, площадь земли, на которой высеивается один кафч зерна; большой, огромный (о рте)","мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; один кафч гороховой муки надо взять для похлебки; он несет на мельницу один-два кафча пшеницы",,12931,20,"word","kāfč","kāfč",2
8785,7237,"КĀФЧ ж. 1) кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; б. дим кāфч му-рд дāк, ху ках̌т ниму̊н ки́нум дай мне этот кафч, смеряю свое зерно; 2) мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; ш. йи кāфч мах̌ин йоɣ̌ҷ амочеҷ ҷāт зêх̌то́w-ард один кафч гороховой муки надо взять для похлебки; ш. йи-δу кāфч жиндāм йêст ар хидорҷ он несет на мельницу один-два кафча пшеницы; 3) кафч, площадь земли, на которой высеивается один кафч зерна; б. Карӣ́м-инд цавор кāфч ҷой вуд у Карима было четыре кафча земли; 4) перен. шутл. большой, огромный (о рте); ш. ту ғêв кā́фч-ат, соз во лу̊́ви най?! у тебя такой огромный рот, а ты еще собираешься петь песню?!","кафч, площадь земли, на которой высеивается один кафч зерна","f","f",0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; кафч, площадь земли, на которой высеивается один кафч зерна; большой, огромный (о рте)","кафч, площадь земли, на которой высеивается один кафч зерна; у Карима было четыре кафча земли",,12931,20,"word","kāfč","kāfč",2
8786,7237,"КĀФЧ ж. 1) кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; б. дим кāфч му-рд дāк, ху ках̌т ниму̊н ки́нум дай мне этот кафч, смеряю свое зерно; 2) мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; ш. йи кāфч мах̌ин йоɣ̌ҷ амочеҷ ҷāт зêх̌то́w-ард один кафч гороховой муки надо взять для похлебки; ш. йи-δу кāфч жиндāм йêст ар хидорҷ он несет на мельницу один-два кафча пшеницы; 3) кафч, площадь земли, на которой высеивается один кафч зерна; б. Карӣ́м-инд цавор кāфч ҷой вуд у Карима было четыре кафча земли; 4) перен. шутл. большой, огромный (о рте); ш. ту ғêв кā́фч-ат, соз во лу̊́ви най?! у тебя такой огромный рот, а ты еще собираешься петь песню?!","большой, огромный (о рте)","f",,0,"adjective",,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"кафч, деревянный сосуд вмеотимостью около 25 кг зерна, употребляемый как мера сыпучих тел; мера сыпучих тел, то количество, которое вмещает сосуд ""кафч""; кафч, площадь земли, на которой высеивается один кафч зерна; большой, огромный (о рте)","большой, огромный (о рте); у тебя такой огромный рот, а ты еще собираешься петь песню?!","28.0",12931,20,"word","kāfč","kāfč",2
8792,7243,"КĀШ 2, КĀШАК ж. каша; ш. мам кāш хāр ешь эту кашу.","каша","f","f",0,,"(ak)",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"каша","каша; ешь эту кашу",,12938,20,"word","kāš","kāš",2
8793,7244,"ш. КĀƔ̌-ЗИВ ж. нарост, опухоль под языком; ар wахт кāɣ̌-зив ца на́х̌тӣзд, одам гāп-δêд на́-вāр-δед когда под языком появляется нарост, человек не может говорить.","нарост, опухоль под языком","f","f",0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"нарост, опухоль под языком","нарост, опухоль под языком; когда под языком появляется нарост, человек не может говорить",,12939,20,"word","kāɣ̌-ziv","kāɣ̌-ziv",2
8797,7248,"КЕМĀ ж. самолет, аэроплан; ш. кемā му тар кāл на́ɣ̌ҷāд самолет пролетел надо мной; б. ас кемā́-ти-йāм йуwу wи қиш-лоқ о́таθ wӣнт мы с самолета ясно видели вот тот кишлак. Ср. самалот, чоз, айрапилāн.","самолет, аэроплан","f","f",0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"самолет, аэроплан","самолет, аэроплан; самолет пролетел надо мной; мы с самолета ясно видели вот тот кишлак",,12948,20,"word","kemā","kemā",2
8803,7255,"КЕТМАН ж. кетмень, мотыга; ш. wам му кетма́н-ат чи-рд дā́к-чӯд? кому ты отдал мой кетмень?","кетмень, мотыга","f","f",0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"кетмень, мотыга","кетмень, мотыга; кому ты отдал мой кетмень?",,12956,20,"word","ketman","ketman",2
8806,7258,"КЕХ̌ м. 1) традиция, обычай; примета; 2) запрет; ш. х̌āби́ра ар зечā чӣд дедоw кех̌ ночью запрещено входить в дом роженицы; кех̌ анҷӣвдоw (б. инҷӣвдоw) а) соблюдать традицию; обычай; б) запрещать действовать вне обычая, традиции.","традиция, обычай; примета","m","m",0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"традиция, обычай; примета; запрет","традиция, обычай; примета",,12959,20,"word","kex̌","kex̌",2
8807,7258,"КЕХ̌ м. 1) традиция, обычай; примета; 2) запрет; ш. х̌āби́ра ар зечā чӣд дедоw кех̌ ночью запрещено входить в дом роженицы; кех̌ анҷӣвдоw (б. инҷӣвдоw) а) соблюдать традицию; обычай; б) запрещать действовать вне обычая, традиции.","запрет","m","m",0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"традиция, обычай; примета; запрет","запрет; ночью запрещено входить в дом роженицы",,12959,20,"word","kex̌","kex̌",2
8820,7271,"КИД ж. 1. собака, сука; ш. wев кид пӣнȥ куд-бу́ц-и вӯɣ̌ҷ их сука принесла пятерых щенят; 2. перен. сварливая, злая; ш. wи потх̌о-нд йи кид ɣ̌ин вад иди, ар чāй де́д-ат, йā пи wи лу̊́д-и у царя была такая сварливая жена, что кто бы ни приходил, она его ругала; (ту) ки́д-ат (ту) вāх̌ (твоя) судьба, суженая (о женщине-избраннице); б. йā ту ки́д-ат ту вāх̌, ва wим ху, сӯр кин она судьба твоя, бери ее да играй свадьбу. Ср. куд.","собака, сука","f","f",0,"animal",,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"собака, сука; сварливая, злая","собака, сука; их сука принесла пятерых щенят",,12978,20,"word","kid","kid",2
