meaning_id,unit_id,full_entry,meaning,russian_borrowing,article_gender,meaning_gender,gendered,comment,suffix,suffix_bVc,suffix_ak,deverbal,infinitive,stress,human,sex=f,sex=m,indspec,massabstr,large,small,animals,water,trees,fruit,techtransport,culturalprod.,name,householdobjects,food,drink,plants,events,pos,neg,weather,bodyparts,buildings,landscape,milkprod.,sicknesses,meanings_concatenated,meaning_with_examples,label_id
3253,2346,"БЕЙНСОФИ м. бессовестность; несправедливость; беинсофи ч. поступать бессовестно, несправедливо; ш. му қати беинсофи мāки не поступай со мною несправедливо.",бессовестность; несправедливость,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,бессовестность; несправедливость,бессовестность; несправедливость; не поступай со мною несправедливо,
3305,2391,"БЕМАДАНИЙАТИ м. бескультурье, некультурность.","бескультурье, некультурность",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"бескультурье, некультурность","бескультурье, некультурность",
3311,2397,"ш. БЕМАЗАГИ, б. БЕМИЗАГИ м. 1) безвкусие, отсутствие вкуса; бемазаги ч. быть безвкусным; казаться безвкусным; ш. йам хирок ку тама-рд бемазаги чӯд? а, может быть, это кушанье вам показалось безвкусным?; 2) перен. глупость, дурость; вздор.","безвкусие, отсутствие вкуса",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"безвкусие, отсутствие вкуса; глупость, дурость; вздор","безвкусие, отсутствие вкуса",
3362,2438,"БЕНАWОГИ, БЕНАWОЙИ м. нищета, бедность.","нищета, бедность",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"нищета, бедность","нищета, бедность",
3409,2475,"БЕПАДАРИ м. 1) невоспитанность; распущенность; ш. ту бепадари фу́к-рê-аθ мāлум вуд твоя распущенность была всем известна; расточительность; бе падари ч. а) хулиганить, безобразничать; баловаться; ш. бепадари мā-к, фу́каθ ас ту безор сā́wен не балуйся, (не хулигань, не безобразничай,) (а то) все от тебя отказываются; б) расточительствовать, тратить, проматывать; ш. ху мо́л-и бепадари чӯ́д-ат, бинếсти он промотал все свое имущество.",невоспитанность; распущенность,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,невоспитанность; распущенность,невоспитанность; распущенность; твоя распущенность была всем известна,
3415,2480,"БЕПАРWОГИ, БЕПАРВОЙИ м. беспечность, беззаботность; равнодушие; ш. ас барои wи бепарвойê-т, wи озоддӯстê-т, wи бех̌оҷи-ен деwу̊на Карам-Алишо лу̊вд wи из-за его беспечности, свободолюбия и бесстрашия его называли неистовым Карам-Алишо.","беспечность, беззаботность; равнодушие",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"беспечность, беззаботность; равнодушие","беспечность, беззаботность; равнодушие; из-за его беспечности, свободолюбия и бесстрашия его называли неистовым Карам-Алишо",
3416,2481,БЕПАРΔАГИ м. беззастенчивость; бесстыдство.,беззастенчивость; бесстыдство,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,беззастенчивость; бесстыдство,беззастенчивость; бесстыдство,
3423,2487,БЕСПИЛĀНИ м. бесплановость.,бесплановость,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,бесплановость,бесплановость,
3455,2510,"БЕСАWОБИ м. неудобство; неуклюжесть; ш. тар ди чӣд ца де́δāм, йи чӣ́з-аθ бесаwоби́-та на́-су̊д если войдем в его дом, то не будет никакого неудобства.","неудобство, неуклюжесть",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"неудобство; неуклюжесть; если войдем в его дом, то не будет никакого неудобства","неудобство, неуклюжесть",
3472,2525,БЕСИРИХ̌ТАГИ м. 1) недальновидность; 2) неэкономность.,недальновидность,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,недальновидность; неэкономность,недальновидность,
3511,2554,"БЕТУХ̌АГИ, БЕТУХ̌АЙИ м. отсутствие дорожных припасов; ш. ди wев бетух̌аги-йāм мāш мис х̌уд и мы узнали об отсутствии у них дорожных припвсов.",отсутствие дорожных припасов,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,отсутствие дорожных припасов,отсутствие дорожных припасов; и мы узнали об отсутствии у них дорожных припвсов,
3516,2559,"БЕФАРОСАТИ, БЕФИРОСАТИ м. несообразительность.",несообразительность,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,несообразительность,несообразительность,
3536,2579,БЕХАТАРИ м. безопасность.,безопасность,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,безопасность,безопасность,
3540,2582,БЕХЕХ̌И м. отсутствие родных и близких; одиночество; ш. йу ас бехех̌и́-йи Хуɣ̌ну̊н на́-нêɣ̌д он из-за отсутствия родичей не ездил по Шугнану.,отсутствие родных и близких; одиночество,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,отсутствие родных и близких; одиночество,отсутствие родных и близких; одиночество; он из-за отсутствия родичей не ездил по Шугнану,
3544,2586,"БЕХИНӮРИ, БЕХИНӮРГАРИ м. озорство; хулиганство; бехинӯри ч. озорничать, хулиганить; ш. бехинӯри мā́-кет! не озоруйте!, не хулиганьте!; ш. цу̊нд то́в-ум ту-рд лу̊д: бехинӯри мā́-кин сколько раз я тебе говорил: “Не хулигань!“",озорство; хулиганство,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,озорство; хулиганство,озорство; хулиганство,
3548,2589,БЕХОБИ м. бессонница; ш. йу ас бехоби гаранг сут он страдал от бессонницы. Ср. бехӯδми.,бессонница,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,бессонница,бессонница; он страдал от бессонницы,
3573,2609,"БЕЧОРАГИ м. 1) бедность, нужда, нищета; 2) беспомощность.",беспомощность,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"бедность, нужда, нищета; беспомощность",беспомощность,
3581,2612,"БЕЧОРИ м. 1) жизнь без мужа, жизнь одинокой женщины; ш. wу́з-ум бечори омухт сиц я привыкла жить одна без мужа; 2) вдовство; ш. бечори лап гандā вдовство очень плохое (дело).",вдовство,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"жизнь без мужа, жизнь одинокой женщины; вдовство",вдовство; вдовство очень плохое (дело),
3612,2641,"БЕҚУW(W)АТИ м. бессилие, слабость.","бессилие, слабость",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"бессилие, слабость","бессилие, слабость",
3905,2923,"БОДУРИ, БОДУРГАРИ м. мужество, храбрость; ш. ту ас ху бодури минадор ви благодари свое собственное мужество.","мужество, храбрость",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"мужество, храбрость","мужество, храбрость; благодари свое собственное мужество",
3922,2939,"БОЗИ 1 м. игра, забава; ш. ас бози сер на́-сāwи? игра тебе не надоедает?; ш. то́-йен ас ху бози хабар сат диди, йā меθ вегā сат пока они наигрались, день стал вечером; ш. дараw бо́зи-йен сат они принялись за игру; они стали играть; бози ч. а) играть; ш. йи́д-та пи цироw башāнд бози ких̌т он (ребенок) при свете хорошо играет; б. ми-рд ди δорг тêх ху, дāк бози ху-рд ких̌т обстругай эту палку и отдай ему, (пусть) себе играет; б) шутить; смешить; б. ту́-та ди рост лу̊́ви-йо, бози́-та ки́ни? это ты правду говоришь или шутишь?; бозê-т масти развлечение; ш. бозê-т масти wев қатӣр ких̌т он с ними развлекается; ш. дараw бозê-т масти́-йен сат они начали развлекаться.","игра, забава",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"игра, забава","игра, забава; игра тебе не надоедает?; пока они наигрались, день стал вечером; они принялись за игру; они стали играть",
3985,3000,"БОСМАЧИГИ, БОСМАЧИГАРИ м. бандитизм, басмачество.","бандитизм, басмачество",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"бандитизм, басмачество","бандитизм, басмачество",
4002,3017,"БОҒБУ̊НИ м. охрана, караул сада; боғбу̊ни ч. охранять, караулить сад.","охрана, караул сада",0,m,m,0,,i,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"охрана, караул сада","охрана, караул сада",
4010,3024,БОҚИ 1) остаток; боқи редоw оставаться лишним; 2) и. с. м. Боқи.,и. с. м. Боқи,0,m,m,0,name,i,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,остаток; и. с. Боқи,и. с. м. Боқи,
4177,3169,"БУҒȤИ, БУҒЗИ м. злоба, ненависть, враждебность; буғȥи ч. питать злобу, злиться, ненавидеть; испытывать враждебность; ш. йу му қати буғȥи на́-чӯд он не питал ко мне злобы.","злоба, ненависть, враждебность",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"злоба, ненависть, враждебность","злоба, ненависть, враждебность",
4253,3235,"ш. БУ̊НА-ҶӮЙИ, б. БĀНА-ҶӮЙИ м. выискивание поводов, предлогов; придирчивость; ш. бу̊на-ҷӯйи ч., б. бāна-ҷӯйи ч. говорить с оговорками; придираться; б. йу му-рд бāна-ҷӯйи чӯд он ко мне придрался.","выискивание поводов, предлогов; придирчивость",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"выискивание поводов, предлогов; придирчивость","выискивание поводов, предлогов; придирчивость",
4416,3367,"ВӢРИ м. урожайность, плодоношение; большое количество плодов; ш. му мӯн хêх̌ ас вӣри вирух̌т ветвь моей яблони от (тяжести) плодов сломалась.","урожайность, плодоношение; большое количество плодов",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"урожайность, плодоношение; большое количество плодов","урожайность, плодоношение; большое количество плодов; ветвь моей яблони от (тяжести) плодов сломалась",
4465,3408,"WАЗӢРИ м. 1) обязанности министра; обязанности везира; 2) перен. хитрость, уловки; ш. ту ғал ди ху wазӣри бāс на́-кини, во́-йат wи фиреб δод ты все еще не оставляешь своих уловок, опять вот ты обманул его; wазӣри ч. а) работать министром; б) перен. хитрить, ловчить.","хитрость, уловки",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"обязанности министра; обязанности везира; хитрость, уловки","хитрость, уловки; ты все еще не оставляешь своих уловок, опять вот ты обманул его",
4625,3542,"WĀШИГАРИ, WĀШИГИ м. дикость; зверство; wāшигари ч. зверствовать.",дикость; зверство,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,дикость; зверство,дикость; зверство,
4664,3568,"WЕРУ̊НКОРИ м. разрушение, порча, нарушение; брак; вредительство; ш. ту wеру̊нкори́-йен му-рд на́қли чӯд мне рассказали о твоих нарушениях.","разрушение, порча, нарушение; брак; вредительство",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"разрушение, порча, нарушение; брак; вредительство","разрушение, порча, нарушение; брак; вредительство; мне рассказали о твоих нарушениях",
4881,3761,"WОБАСТАГИ м. зависимость, связанность.","зависимость, связанность",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"зависимость, связанность","зависимость, связанность",
4955,3830,"WУЛЧАКИ, брв. WИЛЧАКИ м. измерение; wулчаки ч. измерять; ш. wев wулчаки ких̌т ху, бāд тêх̌т пой-дорх̌ қатę он их (бревна) измеряет, а потом обтесывает; брв. δорг wилчаки кин измерь палку.",измерение,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,измерение,измерение,
4963,3836,WУЛЧĀК-БОЗИ м. качание на качелях (женская игра); wулчак-бози ч. качаться на качелях.,качание на качелях (женская игра),0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,качание на качелях (женская игра),качание на качелях (женская игра),
4985,3855,"WУХЙОРГАРИ м. 1) разумность; сообразительность; рассудительность; ш. зӯр ко́р-анд ода́м-ард wух̌йоргари даркор в важном деле человеку нужна рассудительность; 2) шутл. хитрость; лукавство; wух̌йоргари ч. а) проявлять рассудительность, дальновидность; поступать разумно; б. йу wух̌йоргари́-йи чӯд, ху ризӣ́н-и х̌êйтоw римод он поступил разумно и послал свою дочь учиться; б) хитрить; лукавить; ш. ту лап wух̌йоргари мā-к, ат ба қап δи́йи ты уж так не хитри, а то попадешься.",разумность; сообразительность; рассудительность,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,разумность; сообразительность; рассудительность; хитрость; лукавство,разумность; сообразительность; рассудительность; в важном деле человеку нужна рассудительность,
4988,3857,"WУХ̌ЙОРИ, WУХ̌ЙОРГИ м. 1) разумность, сообразительность; рассудительность; ш. wу́з-та ту wух̌йори wизу̊́нум я знаю твою рассудительность; wух̌йори ч. поступать разумно, благоразумно, обдуманно; б. йу wух̌йори́-йи чӯд, ху пу́ц-и ҷā́лд-аθ римод он поступил разумно, что тут же послал своего сына; 2) бодрость духа; 3) ловкость. Ср. айори.","разумность, сообразительность; рассудительность",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"разумность, сообразительность; рассудительность; бодрость духа; ловкость","разумность, сообразительность; рассудительность; я знаю твою рассудительность",
5093,3950,"ГАНДА-КОРИ м. 1) плохая, небрежная работа; 2) дурной поступок; ш. ик-у wи ганда-кори фу́к-рê-θ дарак его дурные поступки всем известны. Ср. бадкори.",дурной поступок,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"плохая, небрежная работа; дурной поступок",дурной поступок; его дурные поступки всем известны,
5127,3979,ГАРΔАНИ 1 ж. шея; б. wаз ту гарδани зидêрδум! я сверну тебе шею! Ср. мāк.,шея,0,f,f,0,,i,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,шея,шея; я сверну тебе шею!,
5128,3980,"ГАРΔАНИ 2 ж. шкура, кожа от шеи (быка, коровы).","шкура, кожа от шеи (быка, коровы)",0,f,f,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"шкура, кожа от шеи (быка, коровы)","шкура, кожа от шеи (быка, коровы)",
5493,4314,"ГӮХ̌А-НИХ̌ӢНИ, ГӮХ̌А-НАШӢНИ м. уединенная жизнь, отшельничество; гух̌а-них̌ӣни ч. жить уединенно, вести отшельническую жизнь.","уединенная жизнь, отшельничество",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"уединенная жизнь, отшельничество","уединенная жизнь, отшельничество",
5521,4342,ГУ̊ЛИ м. немота; ш. ди-нд ик-ид ди гу̊ли то пӣнȥ-солги́-йец вуд его немота продолжалась до пяти лет.,немота,0,m,m,0,,i,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,немота,немота; его немота продолжалась до пяти лет,
5754,4549,"ДАРОЗИ м. длина; ш. wи δорг дарози δу метир вуд длина бревна была два метра; чи-дарози по длине, длиной, в длину; ш. чи-дарози йу куртā цу̊нд wиδêд? то платье скольких пядей в длину?",длина,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,длина,"длина; длина бревна была два метра; по длине, длиной, в длину; то платье скольких пядей в длину?",
5830,4623,"ДАС(Т)ДАРОЗИ м. посягательство; дас(т)дарози ч. посягать на что-л., красть.",посягательство,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,посягательство,посягательство,
5833,4626,ДАСТИ ж. лук (оружие); ш. потх̌обачā wам ху дасти́-йи дāк-чӯд му-рд сын царя тот свой лук дал мне.,лук (оружие),0,f,f,0,,i,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,лук (оружие),лук (оружие); сын царя тот свой лук дал мне,
5838,4631,"ДАС(Т)ЙОРИ м. помощь, подмога; дас(т)йори ч. помогать, оказывать помощь.","помощь, подмога",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"помощь, подмога","помощь, подмога",
5878,4668,"ДАХ̌ТИ 1. м. степь; равнина; простор; ш. ар ди дах̌ти хā́фцāм (мы) спускались в равнину; 2. степной; равнинный, ровный; б. к-ид дах̌ти замӣн ғал но-цид то ровное поле пока еще не скошено.",степь; равнина; простор,0,m,m,0,,i,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"степь; равнина; простор; степной; равнинный, ровный",степь; равнина; простор; (мы) спускались в равнину,
6106,4852,"ДИЛ(Л)АГИ, ДИЛ(Л)АЙИ м. сердцевина; мякоть, мякиш; б. йа гарδā́-йи вӯд, wи дилаги́-йи ху нибо́с-ирд дā́к-чӯд она принесла лепешку и мякиш отдала своему внуку.","сердцевина; мякоть, мякиш",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"сердцевина; мякоть, мякиш","сердцевина; мякоть, мякиш; она принесла лепешку и мякиш отдала своему внуку",
6116,4861,"ДИЛОWАРИ м. смелость, отвага, храбрость, мужество; дилоwари ч. проявлять смелость, отвагу, храбрость.","смелость, отвага, храбрость, мужество",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"смелость, отвага, храбрость, мужество","смелость, отвага, храбрость, мужество",
6121,4866,"ДИЛСАРДИ м. равнодушие, безразличие, нерадивость.","равнодушие, безразличие, нерадивость",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"равнодушие, безразличие, нерадивость","равнодушие, безразличие, нерадивость",
6123,4868,"шб. ДИЛСӮЗИ, шх. ДАЛСӮЗИ м. сочувствие, сострадание; забота; ш. ту дилсӯзи ца на́-вуδҷат, му мӯм ас ту хух̌нӯд на́-сицат не будь твоей заботы, моя бабушка не стала бы тебе благодарна. Ср. ғамхори.","сочувствие, сострадание; забота",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"сочувствие, сострадание; забота","сочувствие, сострадание; забота; не будь твоей заботы, моя бабушка не стала бы тебе благодарна",
6134,4879,ДИЛҚУWАТИ м. доверие; уверенность; надежда; ш. мāш дилқуwати пи ту вуд наша надежда была на тебя.,доверие; уверенность; надежда,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,доверие; уверенность; надежда,доверие; уверенность; надежда; наша надежда была на тебя,
6172,4913,"Д(И)РУХ̌ТИ м. грубость, дерзость; дирухти ч. грубить, дерзить.","грубость, дерзость",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"грубость, дерзость","грубость, дерзость",
6182,4922,"ш. ДИРӮ(Ғ)ГӮЙИ, б. ДИРУ̊(Ғ)ГӮЙИ м. ложь, обман; ш. йакум, ик-ми дирӯғгӯйи му мā́-пех̌ц... не в моем характере, во-первых, обман...; б. соф ростоw диру̊гӯйи́-та на́-бофт не годится такая наглая ложь; дирӯ(ғ)гӯйи ч. лгать, врать, обманывать; шх. дирӯгӯйи мā-к! не ври!","ложь, обман",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"ложь, обман","ложь, обман; не в моем характере, во-первых, обман...; не годится такая наглая ложь",
6228,4966,ДӢНДОРИ м. религиозность.,религиозность,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,религиозность,религиозность,
6406,5134,"ДУХТУРИ м. специальность врача; деятельность врача, врачевание; ш. ас ди ту духтури фу́к-ард-аθ фойдā от твоего врачевания всем польза; б. йā пирwос тӣцат духтури́-ти х̌êйтоw она в прошлом году уехала учиться на врача.","специальность врача; деятельность врача, врачевание",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"специальность врача; деятельность врача, врачевание","специальность врача; деятельность врача, врачевание; от твоего врачевания всем польза; она в прошлом году уехала учиться на врача",
6464,5192,"ДӮСТДОРИ м. любовь, симпатия, нежность.","любовь, симпатия, нежность",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"любовь, симпатия, нежность","любовь, симпатия, нежность",
6465,5193,ДӮСТИ м. дружба; дӯсти ч. дружить.,дружба,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,дружба,дружба,
6809,5480,ЖИЛБУҚ-БОЗИ ж. игра в кремешки.,игра в кремешки,0,f,f,0,,i,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,игра в кремешки,игра в кремешки,
6913,5578,ЗАБУ̊НШИНОСИ ж. языкознание.,языкознание,0,f,f,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,языкознание,языкознание,
6981,5637,"ЗАНОЗАНИ м. побоище, драка; ш. wев дарӯн занозани сут между ними произошла драка; занозани ч. драться.","побоище, драка",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"побоище, драка","побоище, драка; между ними произошла драка",
7018,5669,"шб. ЗАР-ЗАРИ, ш. тж. ЗАРИ м. солнечные блики (на вершинах гор); ш. wāδ зар-зарийе́н-ен зибад солнечные блики исчезли; ш. зари кӯ ну̊́л-ва ғал реδҷ солнечные блики на вершинах гор были еще видны.",солнечные блики (на вершинах гор),0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,солнечные блики (на вершинах гор),солнечные блики (на вершинах гор); солнечные блики исчезли; солнечные блики на вершинах гор были еще видны,
7153,5792,"ЗИВ-БОДУРИ м. ораторство; красноречие; зив-бодури ч. ораторствовать, проявлять красноречие.",ораторство; красноречие,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ораторство; красноречие,ораторство; красноречие,
7159,5795,"ЗИВ-ДАРОЗИ м. 1) чувство своей правоты; зив-дарози ч. говорить смело, сознавая свою правоту; 2) несдержанность в речах.",несдержанность в речах,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,чувство своей правоты; несдержанность в речах,несдержанность в речах,
7227,5856,"ЗИНДАГИ м. жизнь, существование; ш. бе wев зиндаги на́-су̊д без них не будет жизни; ш. сара́д-анд ми зиндаги ай-wу̊́н-тӣр в этих холодных местах жизнь держится благодаря скоту; б. мев зиндаги пурā у них полная жизнь; зиндаги ч. жить, существовать; проживать; ш. wāδ башāнд зиндаги ки́нен они живут хорошо.","жизнь, существование",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"жизнь, существование","жизнь, существование; без них не будет жизни; в этих холодных местах жизнь держится благодаря скоту; у них полная жизнь",
7239,5866,ЗИНДА-ҶИДОГИ м. разлука; отлучка; ш. зинда-ҷидоги ас фук гандади разлука хуже всего.,разлука; отлучка,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,разлука; отлучка,разлука; отлучка; разлука хуже всего,
7273,5894,ЗИХ̌ТИ м. сердитость; зих̌ти ч. сердиться.,сердитость,0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,сердитость,сердитость,
7312,5929,ЗӢРДИ м. 1) желтизна; 2) желток; тармурх зӣрди желток яйца.,желток,0,m,m,0,,i,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,желтизна; желток,желток; желток яйца,
7362,5974,"ЗУЛМИ м. гнет, насилие; зулми ч. угнетать.","гнет, насилие",0,m,m,0,,i,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"гнет, насилие","гнет, насилие",
